halide_identifier,halide_SMILES
H2800,COC1=C(C(=CN=C1)C#N)I
H2801,C[Si](C)(C)C#CC1=C(C=CN=C1Cl)N
H2802,CC(C)(C)OC(=O)NCC1=CN=CC(=C1I)OC
H2803,COC1=C(N=CC(=C1)Br)C(=O)O
H2804,CC(C)(C)OC(=O)OC1=C(N=CC(=C1)Br)C#C[Si](C)(C)C
H2805,CC(C)(C)C(=O)NC1=C(N=C(C=C1)[Si](C)(C)C)Cl
H2806,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C=O)Cl
H2807,CC(C)(C)C(=O)NC1=C(N=C(C=C1)CC=C)Cl
H2808,C1=C(C=NC(=C1I)N)C(F)(F)F
H2809,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C(=O)O)Cl
H2810,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C=NO)Cl
H2811,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C#N)Cl
H2812,CC(C)(C)C(=O)NC1=C(N=C(C=C1)CO)Cl
H2813,CC(C)(C)C(=O)NC1=C(N=C(C=C1)CO[Si](C)(C)C(C)(C)C)Cl
H2814,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C(=O)OC)Cl
H2815,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C#C[Si](C)(C)C)Cl
H2816,CC(C)(C)C(=O)NC1=C(N=C(C=C1)CNC(=O)OC(C)(C)C)Cl
H2817,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C#CCO)Cl
H2818,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C(OC)OC)Cl
H2819,CC(C)(C)C(=O)NC1=C(N=C(C=C1)NC(=O)OC(C)(C)C)Cl
H2820,CC(C)(C)C(=O)NC1=C(NC(=O)C=C1)Cl
H2821,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C=CC(=O)OC)Cl
H2822,B1(OC(C(O1)(C)C)(C)C)C2=NC(=C(C=C2)NC(=O)C(C)(C)C)Cl
H2823,COC1=NC(=C(C=C1)C(=O)O)Cl
H2824,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)Br)NC(=O)C(C)(C)C
H2825,CC(C)(C)C(=O)NC1=C(N=CC(=C1)O)Br
H2826,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C(=O)O)Br
H2827,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C=O)Br
H2828,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C2CN(CC2C(=O)OC)C(=O)OC(C)(C)C)Cl
H2829,CC(C)(C)C(=O)NC1=C(C(=NC=C1)I)O
H2830,CC(C)(C)OC(=O)OC1=C(N=C(C=C1)C#C[Si](C)(C)C)I
H2831,CC(C)(C)C(=O)NC1=C(C=CN=C1OC)I
H2832,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C=NO)Br
H2833,CC(C)(C)C(=O)NC1=C(C(=NC=C1)I)OC
H2834,C1=CN=C(C(=C1N)O)I
H2835,COC(C1=C(C=CN=C1Cl)C=O)OC
H2836,COC(C1=C(C=CN=C1Cl)C=NO)OC
H2837,CC(C)(C)C(=O)NC1=C(N=CC(=C1)NC(=O)OC(C)(C)C)Br
H2838,COC1=C(N=CC(=C1)Br)C(=O)OC
H2839,CN(C(=O)C1=C(C=C(C=N1)Br)OC)OC
H2840,CC(C)(C)OC(=O)N1CC(C(C1)C(=O)OC)C2=C(C=C(C=N2)Br)OC
H2841,CC(C)(C)C(=O)NC1=C(N=CC(=C1)CO)Br
H2842,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C(OC)OC)Br
H2843,CC(C)(C)C(=O)NC1=C(N=CC(=C1)CO[Si](C)(C)C(C)(C)C)Br
H2844,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C=CC(=O)OC)Br
H2845,COC1=C(C=NC=C1)I
H2846,C1=CN=CC(=C1Cl)O
H2847,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C#N)Br
H2848,CC(C)(C)C(=O)NC1=C(N=CC(=C1)C2CN(CC2C(=O)OC)C(=O)OC(C)(C)C)Br
H2849,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=NC=C2)I
H2850,C1=CN=CC(=C1Cl)C=NO
H2851,CC(C)(C)C(=O)NC1=C(N=CC(=C1)OC)Br
H2852,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=NC=C2)Cl)C(OC)OC
H2853,COC(C1=C(C=CN=C1Cl)C#C[Si](C)(C)C)OC
H2854,COC(C1=C(C=CN=C1Cl)C#N)OC
H2855,COC(C1=C(C=CN=C1Cl)C=CC(=O)OC)OC
H2856,COC(C1=C(C=CN=C1Cl)C#CCO)OC
H2857,CC1=C(C=CN=C1Cl)NC(=O)C(C)(C)C
H2858,CC(C)(C)OC(=O)NC1=NC=CC(=C1CC=C)Cl
H2859,COC(C1=C(C=CN=C1Cl)CO)OC
H2860,CC(C)(C)OC(=O)NCC1=C(C(=NC=C1)Cl)C(OC)OC
H2861,CC(C)(C)[Si](C)(C)OCC1=C(C(=NC=C1)Cl)C(OC)OC
H2862,CC(=O)NC1=C(C(=NC=C1)I)O
H2863,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=CC=N2)I
H2864,CC(=O)NC1=CC(=CNC1=O)I
H2865,CC(=O)NC1=CNC=C(C1=O)I
H2866,COC(C1=C(C=CN=C1Cl)CC=C)OC
H2867,C1COCCN1C2=C(C=C(C=N2)Br)N
H2868,COC(C1=CC(=CN=C1)I)OC
H2869,CC(C)(C)[Si](C)(C)OCC1CCN(C1)CC2=C(C(=NC=C2)Cl)C(OC)OC
H2870,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=C(C=N2)Br)OC
H2871,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=CC(=N2)I)OC
H2872,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=C(C=N2)Br)C(OC)OC
H2873,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=C(C=CC=N2)I
H2874,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=C(C=NC=C2)I
H2875,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=C(C=NC=C2[N+](=O)[O-])I
H2876,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=C(C=NC=C2N)I
H2877,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2Cl)OCC3CCN(C3)C(=O)OC(C)(C)C
H2878,CC(C)(C)C(=O)NC1=C(C(=NC=C1)Cl)CN2CCC(C2)CO[Si](C)(C)C(C)(C)C
H2879,CC(C)(C)[Si](C)(C)OCC1CCN(C1)CC2=C(C=C(C=N2)Br)OC
H2880,CC(C)(C)[Si](C)(C)OCC1CCN(C1)CC2=CC(=CN=C2)I
H2881,CC(C)(C)C(=O)NC1=C(N=C(C=C1)CN2CCC(C2)CO[Si](C)(C)C(C)(C)C)Cl
H2882,CC(C)(C)C(=O)NC1=C(N=C(C=C1)CN2CCC(C2)CO)Cl
H2883,C1CN(CCN1)C2=C(C=C(C=N2)Br)[N+](=O)[O-]
H2884,CC(C)(C)C(=O)NC1=C(N=CC=C1)Br
H2885,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=C(C=N2)Br)C=O
H2886,C1=CN=CC(=C1Cl)C#CCO
H2887,C1=C(C(=O)C(=CN1)Br)[N+](=O)[O-]
H2888,CC1=CC(=C(N=C1)OC)I
H2889,CC1=CNC(=O)C(=C1)I
H2890,CC1=CC(=C(N=C1)Cl)C(=O)C
H2891,CC1=CC(=C(N=C1)Cl)C(=O)O
H2892,CC1=CC(=C(N=C1)Cl)C=O
H2893,CC1=CC(=C(N=C1)Cl)O
H2894,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2Cl)C
H2895,CC1=CC(=C(N=C1)Cl)OC
H2896,CC1=CC(=C(N=C1)Cl)C#CCO
H2897,CC1=CC(=C(N=C1)Cl)C#C[Si](C)(C)C
H2898,CC1=CC(=C(N=C1)Cl)CC=C
H2899,CC1=CC(=C(N=C1)OCC2CCN(C2)C(=O)OC(C)(C)C)I
H2900,CC1=CC(=C(N=C1)N2CCC(C2)CO[Si](C)(C)C(C)(C)C)I
H2901,CC1=CC(=C(N=C1)Cl)C=CC(=O)OC
H2902,CC1=CC(=C(N=C1)Cl)C#N
H2903,CC1=CC(=C(N=C1)Cl)C=NO
H2904,CC1=CC(=C(N=C1)Cl)C(=O)OC
H2905,CC1=CC(=C(N=C1)Cl)[Si](C)(C)C
H2906,CC1=CC(=C(N=C1)Cl)C(=O)N(C)OC
H2907,C1=C(C(=O)C(=CN1)Br)N
H2908,CC1=CC(=C(N=C1)Cl)C(OC)OC
H2909,C1=C(C=NC(=C1CCCO)N)I
H2910,CC1=CC(=C(N=C1)Cl)CO
H2911,CC1=CC(=C(N=C1)Cl)CNC(=O)OC(C)(C)C
H2912,CC1=CC(=C(N=C1)Cl)NC(=O)OC(C)(C)C
H2913,CC(=O)C1=C(N=C(C=C1)N2CCCC2)F
H2914,C1CCN(C1)C2=NC(=C(C=C2)C=O)F
H2915,B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(C=C2)N3CCCC3)F
H2916,C1CCN(C1)C2=NC(=C(C=C2)C(=O)O)F
H2917,C=CCC1=C(N=C(C=C1)N2CCCC2)F
H2918,C[Si](C)(C)C#CC1=C(N=C(C=C1)N2CCCC2)F
H2919,COC(=O)C=CC1=C(N=C(C=C1)N2CCCC2)F
H2920,CC1=CC(=C(N=C1)Cl)C2CN(CC2C(=O)OC)C(=O)OC(C)(C)C
H2921,C1CCN(C1)C2=NC(=C(C=C2)C#CCO)F
H2922,COC(=O)C1=C(N=C(C=C1)N2CCCC2)F
H2923,CN(C(=O)C1=C(N=C(C=C1)N2CCCC2)F)OC
H2924,CC(C)(C)OC(=O)N1CC(C(C1)C(=O)OC)C2=C(N=C(C=C2)N3CCCC3)F
H2925,CC(C)(C)OC(=O)NC1=C(N=C(C=C1)N2CCCC2)F
H2926,CC(C)(C)OC(=O)OC1=C(C=CN=C1C#CCO)Cl
H2927,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=NC(=CC=C2)F
H2928,C1CN(CC1CO)C2=NC(=CC=C2)F
H2929,CC(C)(C)OC(=O)N1CCC(C1)COC2=C(C=CC(=N2)N3CCCC3)I
H2930,C[Si](C)(C)C#CC1=C(C=CN=C1)Cl
H2931,CC(C)(C)OC(=O)NC1=NC=CC(=C1C=O)Cl
H2932,C1CCN(C1)C2=NC(=C(C=C2)CO)F
H2933,COC(=O)C=CC1=C(C=CN=C1)Cl
H2934,C1CCN(C1)C2=NC(=C(C=C2)C#N)F
H2935,C1CCN(C1)C2=NC(=C(C=C2)C=NO)F
H2936,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=NC(=C(C=C2)C=O)F
H2937,CC(=O)C1=C(N=C(C=C1)N2CCC(C2)CO[Si](C)(C)C(C)(C)C)F
H2938,CC(C)(C)[Si](C)(C)OCC1CCN(C1)C2=NC(=C(C=C2)C(=O)O)F
H2939,CC(C)(C)C(=O)N1CCCC2=C1N=CC(=C2)I
H2940,CC(C)(C)C(=O)N1CCCC2=C1N=CC(=C2)F
H2941,C1CC(=O)NC2=C1C=C(C=N2)F
H2942,C1C2=C(NC1=O)N=CC(=C2)F
H2943,CC(C)(C)C(=O)N1CCN(C2=C1C=C(C=N2)Br)C
H2944,C1COC2=C(N1)N=CC(=C2)Br
H2945,CC(C)(C)OC(=O)N1CCOC2=C1N=CC(=C2)I
H2946,CC(C)(C)OC(=O)N1CCOC2=C1C=CN=C2I
H2947,C1COC2=CN=CC(=C2N1)Br
H2948,C1C(=O)NC2=C(O1)N=CC(=C2)Br
H2949,C1C(=O)NC2=C(O1)N=C(C=C2)I
H2950,C1C(=O)NC2=C(O1)N=CC(=C2)I
H2951,CC(C)(C)N1C(=O)COC2=C1C=CC(=N2)I
H2952,C1COC2=C(N1)C=CC(=N2)I
H2953,C1COC2=C(N1)C=CC(=N2)Br
H2954,CC(C)(C)C(=O)N1CCOC2=C1C=CC(=N2)Br
H2955,CC1=CC2=C(N=C1I)OCC(=O)N2
H2956,CC(C)(C)C(=O)N1CCOC2=C1C=CC(=N2)I
H2957,CC(C)(C)OC(=O)N1CCOC2=C1C=CC(=N2)I
H2958,CC1=CC2=C(N=C1I)OCCN2
H2959,CC1=CC2=C(N=C1I)OCCN2C(=O)C(C)(C)C
H2960,CC(C)(C)C(=O)N1CCOC2=NC(=C(C=C21)Br)CCCO[Si](C)(C)C(C)(C)C
H2961,C1COCCN1C2=NC=C(C=C2)I
H2962,CCOC(=O)CNC1=C(C=NC=C1[N+](=O)[O-])I
H2963,C1COC2=NC=C(C(=C2O1)C(=O)O)Cl
H2964,C1COC2=C(O1)C(=O)C(=CN2)Cl
H2965,C[Si](C)(C)C1=C2C(=NC=C1Cl)OCCO2
H2966,C1COC2=NC=C(C(=C2O1)C#N)Cl
H2967,C1COC2=NC=C(C(=C2O1)C=NO)Cl
H2968,COC(C1=C2C(=NC=C1Cl)OCCO2)OC
H2969,CC1=CC(=C(C(=N1)C)[N+](=O)[O-])Cl
H2970,CC(C)(C)C(=O)NC1=C(N=C(C=C1)C(=O)N(C)OC)Cl
H2971,COC(=O)C1=C2C(=NC=C1Cl)OCCO2
H2972,C1COC2=NC=C(C(=C2O1)CO)Cl
H2973,CC(C)(C)OC(=O)NCC1=C2C(=NC=C1Cl)OCCO2
H2974,C1CC2=C(N=CC(=C2)I)OC1
H2975,CC(C)(C)OC(=O)NC1=C2C(=NC=C1Cl)OCCO2
H2976,C1COC2=NC(=C(C=C2O1)Cl)C=O
H2977,CC1=C(N=C(C=C1)Cl)C=O
H2978,CC1=C(N=C(C=C1)Cl)C(=O)O
H2979,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=N2)Cl)C
H2980,C1COC2=NC(=C(C=C2O1)Cl)C(=O)O
H2981,CC(C)(C)OC(=O)NC1=C(C=C2C(=N1)OCCO2)Cl
H2982,C1=C(C=NC(=C1F)C#N)CCCO
H2983,CC(C)(C)C(=O)NC1=C(C=C(C=N1)F)C#N
H2984,CC(C)(C)C(=O)NC1=C(C=C(C=N1)F)CO
H2985,C1CC2=C(C(=CC(=N2)I)C#N)OC1
H2986,C1CC2=C(C(=CC(=N2)I)CO)OC1
H2987,CC(C)(C)C(=O)NC1=C(C=C(C=N1)F)O
H2988,C1CC2=C(C(=O)C=C(N2)I)OC1
H2989,C1CC2=C(C(=CC(=N2)I)C(=O)O)OC1
H2990,COC(=O)C1=CC(=NC2=C1OCCC2)I
H2991,CC(C)(C)OC(=O)NC1=CC(=NC2=C1OCCC2)I
H2992,COC1=NC(=C(C(=C1)I)OC)OC
H2993,COC1=CC(=C(N=C1OC)OC)I
H2994,C1COC2=C(O1)C=CN=C2I
H2995,COC1=C(C(=C(N=C1OC)OC)Cl)C(=O)O
H2996,COC1=C(C(=C(N=C1OC)OC)I)C=O
H2997,C1=CN=CC(=C1C#N)Br
H2998,C1=CC(=NC=C1F)[N+](=O)[O-]
H2999,C1=CC(=NC=C1[N+](=O)[O-])F
H3000,CC1=CC(=CN=C1)F
H3001,COC1=C(N=CC=C1)Cl
H3002,C1=CC(=C(N=C1)C#N)Cl
H3003,C1=CC(=C(N=C1)F)O
H3004,C1=CC(=NC=C1O)Br
H3005,C1=CC(=NC=C1F)C(=O)O
H3006,CCOC(=O)C1=NC(=CC=C1)Br
H3007,C1=C(C(=O)NC=C1[N+](=O)[O-])Cl
H3008,COC1=NC=CC(=C1)I
H3009,C1=C(C=NC(=C1[N+](=O)[O-])Cl)C(=O)O
H3010,CC1=C(C=C(C=N1)Br)N
H3011,CC1=C(C=C(C=N1)Br)[N+](=O)[O-]
H3012,C1=C(C=NC(=C1O)N)Br
H3013,CC1=C(C(=O)NC=C1)Br
H3014,C1=C(C=NC(=C1O)N)Cl
H3015,CCOC(=O)NOC(=O)C1=CC=C(C=C1)Cl
H3016,C1=CC(=CC=C1S(=O)(=O)F)Br
H3017,C1=CC(=C(C(=C1)I)CC(=O)O)C(F)(F)F
H3018,COC1=C(C(=CC=C1)I)CC(=O)O
H3019,C1=CC(=CC=C1C2=CC(=O)C=CC2=O)F
H3020,C1=CC(=CC=C1C2=CC(=O)C=CC2=O)I
H3021,C1=CC(=C(C=C1S(=O)(=O)F)[N+](=O)[O-])Cl
H3022,COC1=C(C=C(C=C1)Br)S(=O)(=O)F
H3023,C1=CC(=C(C=C1Br)OC(F)(F)F)S(=O)(=O)F
H3024,B1(OC(C(O1)(C)C)(C)C)C2=C(C=NN2C)Cl
H3025,COC1=C(C(=C(C=C1)N)OC)I
H3026,CC1=C(C=CC(=C1)S(=O)(=O)F)F
H3027,C1=CC=C(C(=C1)S(=O)(=O)F)Br
H3028,C1=CC(=CC(=C1)Cl)S(=O)(=O)F
H3029,C1=CC(=CC=C1S(=O)(=O)F)Cl
H3030,C1=C(SC(=C1)Br)S(=O)(=O)F
H3031,C1=C(SC(=C1)Cl)S(=O)(=O)F
H3032,C1=CC=C(C(=C1)F)S(=O)(=O)F
H3033,C1=CC=C(C(=C1)S(=O)(=O)F)Cl
H3034,CC1=C(C=CC(=C1)S(=O)(=O)F)Br
H3035,CC1=C(C=C(C=C1)S(=O)(=O)F)Cl
H3036,C1=CC(=C(C=C1C(F)(F)F)S(=O)(=O)F)Br
H3037,C1=CC(=CC(=C1)Br)S(=O)(=O)F
H3038,CC(C)(C)OC(=O)N1CCN(CC1)C(=O)NC2=CC=CC=C2F
H3039,CC(C)(C)OC(=O)N1CCCN(CC1)C(=O)NC2=CC=CC=C2F
H3040,CC(C)(C)OC(=O)N(C)CCN(C)C(=O)NC1=CC=CC=C1F
H3041,C1=C(C=NN=N1)Br
H3042,C1=CC(=C(N=C1)Br)OS(=O)(=O)F
H3043,CC(C)(CCO)NC1=CC=CC=C1Cl
H3044,CC(C)(CCO)NC1=CC=C(C=C1)Br
H3045,CC(C)C(C)(C)NC1=CC=C(C=C1)Br
H3046,CCC(C)(C)NC1=CC=C(C=C1)Br
H3047,CC(C)(CCO)NC1=CC(=CC=C1)Br
H3048,CC(C)(C)NC1=CC=C(C=C1)Cl
H3049,CC(C)C(C)(C)NC1=CC=C(C=C1)Cl
H3050,CC1(CCCCC1)NC2=CC=C(C=C2)Cl
H3051,CCC(C)(C)NC1=CC=C(C=C1)Cl
H3052,CC(C)(CCO)NC1=CC=C(C=C1)Cl
H3053,CC(C)(C)CC(C)(C)NC1=CC=C(C=C1)F
H3054,CC1(CCCCC1)NC2=CC=C(C=C2)F
H3055,CC(C)C(C)(C)NC1=CC=C(C=C1)F
H3056,CCC(C)(C)NC1=CC=C(C=C1)F
H3057,CCCC(C)(C)NC1=CC=C(C=C1)F
H3058,COC(=O)C1=C(SC(=N1)N)Br
H3059,C1=C(C=NC(=N1)C#N)Br
H3060,CC1=CN=CC(=N1)Cl
H3061,COC1=C(C=CC(=C1)C(=O)O)Cl
H3062,C1COCCN1C(=O)C2=CC=C(C=C2)Br
H3063,C1=C(C=NC=C1Br)[N+](=O)[O-]
H3064,C1=CC(=C(C=C1C(=O)O)Cl)S(=O)(=O)Cl
H3065,CC1=NC=C(N1)I
H3066,CC(C)(C)OC(=O)N1CCC(CC1)N2C=C(C=N2)Br
H3067,C1=C(C=NC=C1Cl)N
H3068,CN1C=C(C=C1C(=O)OC)Br
H3069,COC(=O)C1=CC(=C(C(=C1)Br)N)N
H3070,COC1=CC(=C(C=C1)Cl)C(=O)O
H3071,C1=C(C=C(C(=C1C(=O)O)Br)[N+](=O)[O-])[N+](=O)[O-]
H3072,CN1C=CN=C1I
H3073,C1=CC(=C(C=C1C(=O)O)S(=O)(=O)Cl)Cl
H3074,C1(=C(N=C(N=C1N)N)N)I
H3075,CSC1=NC(=C(C(=N1)N)I)N
H3076,C1=CC(=C(C=C1[N+](=O)[O-])I)C(=O)O
H3077,CSC1=NC(=CC(=O)N1)Cl
H3078,C1=NC(=C(C(=N1)N)I)N
H3079,CC(C)NC1=CC(=NC(=N1)SC)Cl
H3080,C1CCC2=C(C=CC(=C2C1)O)Br
H3081,COC1=CC(=C(C=C1)[N+](=O)[O-])I
H3082,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)Br
H3083,B(C1=C(C=C(C=C1)OC)F)(O)O
H3084,B(C1=CC(=C(C=C1)C(=O)N(C)C)F)(O)O
H3085,B(C1=CC(=C(C=C1)C(=O)N(C)OC)F)(O)O
H3086,B(C1=C(C(=CC=C1)C#N)F)(O)O
H3087,C1CC(OC1)CNC2=C(C(=NC=N2)Cl)N
H3088,CC1=NC(=CC(=N1)Cl)C2CCN(CC2)C(=O)OC(C)(C)C
H3089,CC1=NC(=CC(=N1)Cl)C2CCCN(C2)C(=O)OC(C)(C)C
H3090,B(C1=CC(=C(C=C1)C(=O)NOC)F)(O)O
H3091,COC1=C(C=C(C=C1)C(=O)ON2C(=O)CCC2=O)I
H3092,C1=CC=C(C(=C1)COCCC(=O)O)F
H3093,C1=CC=C(C(=C1)COCCCO)F
H3094,CC(=O)C1=CC(=C(C=C1)N2CCN(CC2)C)F
H3095,CC(=O)C1=CC(=C(C=C1)N2CCCC2)F
H3096,CCCC(=O)CC1=CC=C(C=C1)Cl
H3097,CCCC(=O)CC1=CC=CC=C1F
H3098,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
H3099,CC(C)C(C(=O)O)N1C(=O)C(=CC2=CC=C(C=C2)Br)SC1=S
H3100,C(C1=C(C(=O)NO1)Br)C(C(=O)O)N
H3101,C1=CC(=C(C=C1[N+](=O)[O-])Br)N
H3102,CCOC(=O)CCC(=O)C1=CC=C(C=C1)Cl
H3103,C1=CC(=C(C=C1F)N)C(=O)N
H3104,C1=CC(=C(C=C1Cl)N)C(=O)N
H3105,C1=CC(=C(C=C1Br)N)C(=O)N
H3106,CC(C)(C)OC(=O)C1C(N1)C2=CC=C(C=C2)Br
H3107,CC(C)(C)OC(=O)C1C(N1)C2=CC=C(C=C2)Br
H3108,CC(C)(C)OC(=O)C1C(N1)C2=CC=C(C=C2)Cl
H3109,CC(C)(C)OC(=O)C1C(N1)C2=CC=C(C=C2)Cl
H3110,CC(C)(C)OC(=O)C1C(N1)C2=CC(=CC=C2)F
H3111,CC(C)(C)OC(=O)C1C(N1)C2=CC(=CC=C2)F
H3112,CC(C)(C)OC(=O)C1C(N1)C2=CC(=CC=C2)Br
H3113,CC(C)(C)OC(=O)C1C(N1)C2=CC(=CC=C2)Br
H3114,COC1=C(C=C(C=C1)F)CC2CCNCC2
H3115,CC1=C(C=C(C=C1)CC2CCNCC2)F
H3116,CC1=C(C=CC(=C1)F)CC2CCNCC2
H3117,CC1=C(C=C(C=C1)F)CC2CCNCC2
H3118,C1CC(CNC1)CC2=CC=C(C=C2)F
H3119,C1CC(CNC1)CC2=CC(=CC=C2)F
H3120,CC1=C(C=C(C=C1)CC2CCCNC2)F
H3121,C1CCNC(C1)CC2=CC=C(C=C2)F
H3122,C1CNCCC1C(C2=CC=C(C=C2)F)O
H3123,C1CC1(C#N)C2=CC=C(C=C2)F
H3124,C1CC1(C#N)C2=CC=C(C=C2)Br
H3125,C1CC1(C#N)C2=CC(=CC=C2)Cl
H3126,CC(C)(C)OC(=O)N1CCC2=C(C1)SC(=N2)Br
H3127,CC(C)(C)OC(=O)N1CCC2=C(CC1)N=CN=C2Cl
H3128,CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N)F
H3129,CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N)Cl
H3130,CC1CN(CC(N1)C)C2=C(C=C(C=C2)N)F
H3131,CC1(C=CC2=C3C(=CC(=C2O1)Br)C(=O)OC(O3)(C)C)C
H3132,COC1=CC(=C(C=C1O)OC)Br
H3133,CC1=NSC(=N1)Cl
H3134,C1CC1C2=NSC(=N2)Cl
H3135,C1CC1(C2=CC=C(C=C2)Br)C(=O)O
H3136,C1CC1(C#N)C2=CC(=CC=C2)Br
H3137,C1CC1(C2=CC(=CC=C2)Cl)C(=O)O
H3138,C1CC1(C2=CC(=CC=C2)Br)C(=O)O
H3139,C1=CC(=CC=C1C(CC(=O)O)N)Br
H3140,C1CC1(C2=CC=C(C=C2)F)C(=O)O
H3141,B(C1=CC(=NC=C1)Br)(O)O
H3142,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CN=C2)Cl
H3143,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)Cl
H3144,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)Cl)C
H3145,B(C1=CN=C(C=C1C)Br)(O)O
H3146,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
H3147,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CS2)Cl
H3148,CC1=C(C=CC(=O)N1)I
H3149,CC1=CC(=CN=C1NC(=O)OC(C)(C)C)I
H3150,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)F
H3151,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)Cl
H3152,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C(=C2)Cl)O)OC
H3153,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2Cl
H3154,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)F)C
H3155,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)Cl)N
H3156,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)F)C#N
H3157,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)Cl)C(F)(F)F
H3158,B(C1=C(C=CC(=C1)OC)Cl)(O)O
H3159,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)C(F)(F)F)F
H3160,B(C1=C(C=CC(=C1)OC(F)(F)F)Cl)(O)O
H3161,B(C1=C(C=CC(=C1)C)Cl)(O)O
H3162,B(C1=CC(=C(C=C1)C(=O)O)Cl)(O)O
H3163,B(C1=CC(=CC(=C1)Cl)C(F)(F)F)(O)O
H3164,B(C1=C(C=C(C=C1)Cl)C(F)(F)F)(O)O
H3165,B(C1=C(C=CC(=C1)F)C(=O)O)(O)O
H3166,B(C1=CC(=C(N=C1)Br)C)(O)O
H3167,B(C1=CC(=C(N=C1)Cl)C)(O)O
H3168,B(C1=C(C=C(C=C1)C(=O)O)Cl)(O)O
H3169,B(C1=C(C=CC(=C1)C(=O)O)Cl)(O)O
H3170,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)CN3CCOCC3)F
H3171,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)Cl)N
H3172,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)O)Cl
H3173,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)N)Cl
H3174,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N)F
H3175,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N)Cl
H3176,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)N)F
H3177,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)C#N)F
H3178,B(C1=C(C=C(C=C1)C#N)F)(O)O
H3179,B(C1=CC(=C(C=C1)F)N)(O)O
H3180,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)F)N
H3181,B1(OC(C(O1)(C)C)(C)C)C2=NC(=C(C=C2)N)Cl
H3182,COC1=C(C=CC(=C1)I)N
H3183,CC1=C(C=NN1)I
H3184,CC(C)CN1C=C(C=N1)I
H3185,C1COCCN1CC2=CC=C(C=C2)Br
H3186,CC(C)(C)OC(=O)NCC1=CC=C(C=C1)I
